hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
81, 900.00000, 74.7214, 10.2974, 74.7214, 10.2974, 74.7214, 10.2974
81, 1800.00000, 72.781, 10.252, 72.781, 10.252, 72.781, 10.252
81, 2700.00000, 72.7829, 10.2542, 72.7829, 10.2542, 72.7829, 10.2542
82, 0.00000, 72.7829, 10.2542, 72.7829, 10.2542, 72.7829, 10.2542
82, 900.00000, 72.7829, 10.2542, 72.7829, 10.2542, 72.7829, 10.2542
82, 1800.00000, 72.7829, 10.2542, 72.7829, 10.2542, 72.7829, 10.2542
82, 2700.00000, 70.3735, 10.1964, 70.3735, 10.1964, 70.3735, 10.1964
83, 0.00000, 70.3759, 10.1992, 70.3759, 10.1992, 70.3759, 10.1992
83, 900.00000, 70.3759, 10.1992, 70.3759, 10.1992, 70.3759, 10.1992
83, 1800.00000, 69.9022, 10.1825, 69.9022, 10.1825, 69.9022, 10.1825
83, 2700.00000, 69.9026, 10.1831, 69.9026, 10.1831, 69.9026, 10.1831
84, 0.00000, 69.9026, 10.1831, 69.9026, 10.1831, 69.9026, 10.1831
84, 900.00000, 69.9026, 10.1831, 69.9026, 10.1831, 69.9026, 10.1831
84, 1800.00000, 69.9026, 10.1831, 69.9026, 10.1831, 69.9026, 10.1831
84, 2700.00000, 70.8167, 10.1973, 70.8167, 10.1973, 70.8167, 10.1973
85, 0.00000, 70.8158, 10.1963, 70.8158, 10.1963, 70.8158, 10.1963
85, 900.00000, 70.8158, 10.1963, 70.8158, 10.1963, 70.8158, 10.1963
85, 1800.00000, 72.303, 10.2236, 72.303, 10.2236, 72.303, 10.2236
85, 2700.00000, 72.3016, 10.222, 72.3016, 10.222, 72.3016, 10.222
86, 0.00000, 72.3016, 10.222, 72.3016, 10.222, 72.3016, 10.222
86, 900.00000, 72.3016, 10.222, 72.3016, 10.222, 72.3016, 10.222
86, 1800.00000, 72.3016, 10.222, 72.3016, 10.222, 72.3016, 10.222
86, 2700.00000, 72.6446, 10.2226, 72.6446, 10.2226, 72.6446, 10.2226
87, 0.00000, 72.6442, 10.2222, 72.6442, 10.2222, 72.6442, 10.2222
87, 900.00000, 72.6442, 10.2222, 72.6442, 10.2222, 72.6442, 10.2222
87, 1800.00000, 71.1482, 10.1799, 71.1482, 10.1799, 71.1482, 10.1799
87, 2700.00000, 71.1496, 10.1815, 71.1496, 10.1815, 71.1496, 10.1815
88, 0.00000, 71.1496, 10.1815, 71.1496, 10.1815, 71.1496, 10.1815
88, 900.00000, 71.1496, 10.1815, 71.1496, 10.1815, 71.1496, 10.1815
88, 1800.00000, 71.1496, 10.1815, 71.1496, 10.1815, 71.1496, 10.1815
88, 2700.00000, 70.8932, 10.1706, 70.8932, 10.1706, 70.8932, 10.1706
89, 0.00000, 70.8935, 10.1709, 70.8935, 10.1709, 70.8935, 10.1709
89, 900.00000, 70.8935, 10.1709, 70.8935, 10.1709, 70.8935, 10.1709
89, 1800.00000, 71.7722, 10.1829, 71.7722, 10.1829, 71.7722, 10.1829
89, 2700.00000, 71.7712, 10.1818, 71.7712, 10.1818, 71.7712, 10.1818
90, 0.00000, 71.7712, 10.1818, 71.7712, 10.1818, 71.7712, 10.1818
90, 900.00000, 71.7712, 10.1818, 71.7712, 10.1818, 71.7712, 10.1818
90, 1800.00000, 71.7712, 10.1818, 71.7712, 10.1818, 71.7712, 10.1818
90, 2700.00000, 72.4388, 10.1915, 72.4388, 10.1915, 72.4388, 10.1915
91, 0.00000, 72.4381, 10.1908, 72.4381, 10.1908, 72.4381, 10.1908
91, 900.00000, 72.4381, 10.1908, 72.4381, 10.1908, 72.4381, 10.1908
91, 1800.00000, 73.4263, 10.2106, 73.4263, 10.2106, 73.4263, 10.2106
91, 2700.00000, 73.4254, 10.2096, 73.4254, 10.2096, 73.4254, 10.2096
92, 0.00000, 73.4254, 10.2096, 73.4254, 10.2096, 73.4254, 10.2096
92, 900.00000, 73.4254, 10.2096, 73.4254, 10.2096, 73.4254, 10.2096
92, 1800.00000, 73.4254, 10.2096, 73.4254, 10.2096, 73.4254, 10.2096
92, 2700.00000, 71.8026, 10.1691, 71.8026, 10.1691, 71.8026, 10.1691
93, 0.00000, 71.8042, 10.1709, 71.8042, 10.1709, 71.8042, 10.1709
93, 900.00000, 71.8042, 10.1709, 71.8042, 10.1709, 71.8042, 10.1709
93, 1800.00000, 72.5461, 10.1857, 72.5461, 10.1857, 72.5461, 10.1857
93, 2700.00000, 72.5454, 10.185, 72.5454, 10.185, 72.5454, 10.185
94, 0.00000, 72.5454, 10.185, 72.5454, 10.185, 72.5454, 10.185
94, 900.00000, 72.5454, 10.185, 72.5454, 10.185, 72.5454, 10.185
94, 1800.00000, 72.5454, 10.185, 72.5454, 10.185, 72.5454, 10.185
94, 2700.00000, 71.895, 10.1661, 71.895, 10.1661, 71.895, 10.1661
95, 0.00000, 71.8956, 10.1668, 71.8956, 10.1668, 71.8956, 10.1668
95, 900.00000, 71.8956, 10.1668, 71.8956, 10.1668, 71.8956, 10.1668
95, 1800.00000, 71.69, 10.1571, 71.69, 10.1571, 71.69, 10.1571
95, 2700.00000, 71.6902, 10.1573, 71.6902, 10.1573, 71.6902, 10.1573
96, 0.00000, 71.6902, 10.1573, 71.6902, 10.1573, 71.6902, 10.1573
96, 900.00000, 71.6902, 10.1573, 71.6902, 10.1573, 71.6902, 10.1573
96, 1800.00000, 71.6902, 10.1573, 71.6902, 10.1573, 71.6902, 10.1573
96, 2700.00000, 73.0131, 10.3612, 73.0131, 10.3612, 73.0131, 10.3612
97, 0.00000, 73.0121, 10.3593, 73.0121, 10.3593, 73.0121, 10.3593
97, 900.00000, 73.0121, 10.3593, 73.0121, 10.3593, 73.0121, 10.3593
97, 1800.00000, 71.9384, 10.458, 71.9384, 10.458, 71.9384, 10.458
97, 2700.00000, 71.9397, 10.4587, 71.9397, 10.4587, 71.9397, 10.4587
98, 0.00000, 71.9397, 10.4587, 71.9397, 10.4587, 71.9397, 10.4587
98, 900.00000, 71.9397, 10.4587, 71.9397, 10.4587, 71.9397, 10.4587
98, 1800.00000, 71.9397, 10.4587, 71.9397, 10.4587, 71.9397, 10.4587
98, 2700.00000, 71.2363, 10.4117, 71.2363, 10.4117, 71.2363, 10.4117
99, 0.00000, 71.2369, 10.4126, 71.2369, 10.4126, 71.2369, 10.4126
99, 900.00000, 71.2369, 10.4126, 71.2369, 10.4126, 71.2369, 10.4126
99, 1800.00000, 71.1116, 10.4072, 71.1116, 10.4072, 71.1116, 10.4072
99, 2700.00000, 71.1117, 10.4072, 71.1117, 10.4072, 71.1117, 10.4072
100, 0.00000, 71.1117, 10.4072, 71.1117, 10.4072, 71.1117, 10.4072
100, 900.00000, 71.1117, 10.4072, 71.1117, 10.4072, 71.1117, 10.4072
100, 1800.00000, 71.1117, 10.4072, 71.1117, 10.4072, 71.1117, 10.4072
100, 2700.00000, 73.5311, 10.4579, 73.5311, 10.4579, 73.5311, 10.4579
101, 0.00000, 73.5288, 10.4554, 73.5288, 10.4554, 73.5288, 10.4554
101, 900.00000, 73.5288, 10.4554, 73.5288, 10.4554, 73.5288, 10.4554
101, 1800.00000, 72.9583, 10.4484, 72.9583, 10.4484, 72.9583, 10.4484
101, 2700.00000, 72.9589, 10.449, 72.9589, 10.449, 72.9589, 10.449
102, 0.00000, 72.9589, 10.449, 72.9589, 10.449, 72.9589, 10.449
102, 900.00000, 72.9589, 10.449, 72.9589, 10.449, 72.9589, 10.449
102, 1800.00000, 72.9589, 10.449, 72.9589, 10.449, 72.9589, 10.449
102, 2700.00000, 73.8251, 10.4671, 73.8251, 10.4671, 73.8251, 10.4671
103, 0.00000, 73.8243, 10.4663, 73.8243, 10.4663, 73.8243, 10.4663
103, 900.00000, 73.8243, 10.4663, 73.8243, 10.4663, 73.8243, 10.4663
103, 1800.00000, 74.3994, 10.4751, 74.3994, 10.4751, 74.3994, 10.4751
103, 2700.00000, 74.3988, 10.4745, 74.3988, 10.4745, 74.3988, 10.4745
104, 0.00000, 74.3988, 10.4745, 74.3988, 10.4745, 74.3988, 10.4745
104, 900.00000, 74.3988, 10.4745, 74.3988, 10.4745, 74.3988, 10.4745
104, 1800.00000, 74.3988, 10.4745, 74.3988, 10.4745, 74.3988, 10.4745
104, 2700.00000, 73.7502, 10.4619, 73.7502, 10.4619, 73.7502, 10.4619
105, 0.00000, 73.7508, 10.4626, 73.7508, 10.4626, 73.7508, 10.4626
105, 900.00000, 73.7508, 10.4626, 73.7508, 10.4626, 73.7508, 10.4626
105, 1800.00000, 75.5311, 10.4909, 75.5311, 10.4909, 75.5311, 10.4909
105, 2700.00000, 75.5294, 10.4891, 75.5294, 10.4891, 75.5294, 10.4891
106, 0.00000, 75.5294, 10.4891, 75.5294, 10.4891, 75.5294, 10.4891
106, 900.00000, 75.5294, 10.4891, 75.5294, 10.4891, 75.5294, 10.4891
106, 1800.00000, 75.5294, 10.4891, 75.5294, 10.4891, 75.5294, 10.4891
106, 2700.00000, 74.6155, 10.472, 74.6155, 10.472, 74.6155, 10.472
107, 0.00000, 74.6165, 10.473, 74.6165, 10.473, 74.6165, 10.473
107, 900.00000, 74.6165, 10.473, 74.6165, 10.473, 74.6165, 10.473
107, 1800.00000, 75.5854, 10.7658, 75.5854, 10.7658, 75.5854, 10.7658
107, 2700.00000, 75.5848, 10.7639, 75.5848, 10.7639, 75.5848, 10.7639
108, 0.00000, 75.5848, 10.7639, 75.5848, 10.7639, 75.5848, 10.7639
108, 900.00000, 75.5848, 10.7639, 75.5848, 10.7639, 75.5848, 10.7639
108, 1800.00000, 75.5848, 10.7639, 75.5848, 10.7639, 75.5848, 10.7639
108, 2700.00000, 75.9553, 10.901, 75.9553, 10.901, 75.9553, 10.901
109, 0.00000, 75.955, 10.9, 75.955, 10.9, 75.955, 10.9
109, 900.00000, 75.955, 10.9, 75.955, 10.9, 75.955, 10.9
109, 1800.00000, 82.5889, 11.6202, 82.5889, 11.6202, 82.5889, 11.6202
109, 2700.00000, 82.5835, 11.6118, 82.5835, 11.6118, 82.5835, 11.6118
110, 0.00000, 82.5834, 11.6119, 82.5834, 11.6119, 82.5834, 11.6119
110, 900.00000, 82.5834, 11.6119, 82.5834, 11.6119, 82.5834, 11.6119
110, 1800.00000, 82.5834, 11.6119, 82.5834, 11.6119, 82.5834, 11.6119
110, 2700.00000, 81.8294, 11.5776, 81.8294, 11.5776, 81.8294, 11.5776
111, 0.00000, 81.8301, 11.5783, 81.8301, 11.5783, 81.8301, 11.5783
111, 900.00000, 81.8301, 11.5783, 81.8301, 11.5783, 81.8301, 11.5783
111, 1800.00000, 80.5733, 11.3256, 80.5733, 11.3256, 80.5733, 11.3256
111, 2700.00000, 80.5742, 11.3276, 80.5742, 11.3276, 80.5742, 11.3276
112, 0.00000, 80.5742, 11.3276, 80.5742, 11.3276, 80.5742, 11.3276
112, 900.00000, 80.5742, 11.3276, 80.5742, 11.3276, 80.5742, 11.3276
112, 1800.00000, 80.5742, 11.3276, 80.5742, 11.3276, 80.5742, 11.3276
112, 2700.00000, 86.7608, 11.6625, 86.7608, 11.6625, 86.7608, 11.6625
113, 0.00000, 86.7558, 11.6562, 86.7558, 11.6562, 86.7558, 11.6562
113, 900.00000, 86.7558, 11.6562, 86.7558, 11.6562, 86.7558, 11.6562
113, 1800.00000, 81.563, 11.0856, 81.563, 11.0856, 81.563, 11.0856
113, 2700.00000, 81.5673, 11.0925, 81.5673, 11.0925, 81.5673, 11.0925
114, 0.00000, 81.5673, 11.0925, 81.5673, 11.0925, 81.5673, 11.0925
114, 900.00000, 81.5673, 11.0925, 81.5673, 11.0925, 81.5673, 11.0925
114, 1800.00000, 81.5673, 11.0925, 81.5673, 11.0925, 81.5673, 11.0925
114, 2700.00000, 82.0557, 11.0959, 82.0557, 11.0959, 82.0557, 11.0959
115, 0.00000, 82.0553, 11.0955, 82.0553, 11.0955, 82.0553, 11.0955
115, 900.00000, 82.0553, 11.0955, 82.0553, 11.0955, 82.0553, 11.0955
115, 1800.00000, 82.1408, 11.0965, 82.1408, 11.0965, 82.1408, 11.0965
115, 2700.00000, 82.1407, 11.0964, 82.1407, 11.0964, 82.1407, 11.0964
116, 0.00000, 82.1407, 11.0964, 82.1407, 11.0964, 82.1407, 11.0964
116, 900.00000, 82.1407, 11.0964, 82.1407, 11.0964, 82.1407, 11.0964
116, 1800.00000, 82.1407, 11.0964, 82.1407, 11.0964, 82.1407, 11.0964
116, 2700.00000, 75.3643, 10.5243, 75.3643, 10.5243, 75.3643, 10.5243
117, 0.00000, 75.3706, 10.5332, 75.3706, 10.5332, 75.3706, 10.5332
117, 900.00000, 75.3706, 10.5332, 75.3706, 10.5332, 75.3706, 10.5332
117, 1800.00000, 104.248, 12.8314, 104.248, 12.8314, 104.248, 12.8314
117, 2700.00000, 104.218, 12.7976, 104.218, 12.7976, 104.218, 12.7976
118, 0.00000, 104.218, 12.7977, 104.218, 12.7977, 104.218, 12.7977
118, 900.00000, 104.218, 12.7977, 104.218, 12.7977, 104.218, 12.7977
118, 1800.00000, 104.218, 12.7977, 104.218, 12.7977, 104.218, 12.7977
118, 2700.00000, 102.293, 12.7639, 102.293, 12.7639, 102.293, 12.7639
119, 0.00000, 102.295, 12.7659, 102.295, 12.7659, 102.295, 12.7659
119, 900.00000, 102.295, 12.7659, 102.295, 12.7659, 102.295, 12.7659
119, 1800.00000, 104.666, 12.968, 104.666, 12.968, 104.666, 12.968
119, 2700.00000, 104.664, 12.9657, 104.664, 12.9657, 104.664, 12.9657
120, 0.00000, 104.664, 12.9657, 104.664, 12.9657, 104.664, 12.9657
120, 900.00000, 104.664, 12.9657, 104.664, 12.9657, 104.664, 12.9657
120, 1800.00000, 104.664, 12.9657, 104.664, 12.9657, 104.664, 12.9657
120, 2700.00000, 2793.54, 24.8556, 2793.54, 24.8556, 2793.54, 24.8556
121, 0.00000, 2794, 24.8455, 2794, 24.8455, 2794, 24.8455
121, 900.00000, 2793.93, 24.8455, 2793.93, 24.8455, 2793.93, 24.8455
121, 1800.00000, 2442, 23.5864, 2442, 23.5864, 2442, 23.5864
121, 2700.00000, 2442.1, 23.5833, 2442.1, 23.5833, 2442.1, 23.5833
122, 0.00000, 2442.09, 23.5833, 2442.09, 23.5833, 2442.09, 23.5833
122, 900.00000, 2442.09, 23.5833, 2442.09, 23.5833, 2442.09, 23.5833
122, 1800.00000, 2442.09, 23.5833, 2442.09, 23.5833, 2442.09, 23.5833
122, 2700.00000, 2400.78, 23.4445, 2400.78, 23.4445, 2400.78, 23.4445
123, 0.00000, 2401.13, 23.4346, 2401.13, 23.4346, 2401.13, 23.4346
123, 900.00000, 2401.09, 23.4346, 2401.09, 23.4346, 2401.09, 23.4346
123, 1800.00000, 2396.62, 23.4172, 2396.62, 23.4172, 2396.62, 23.4172
123, 2700.00000, 2396.48, 23.417, 2396.48, 23.417, 2396.48, 23.417
124, 0.00000, 2396.49, 23.4173, 2396.49, 23.4173, 2396.49, 23.4173
124, 900.00000, 2396.49, 23.4173, 2396.49, 23.4173, 2396.49, 23.4173
124, 1800.00000, 2396.49, 23.4173, 2396.49, 23.4173, 2396.49, 23.4173
124, 2700.00000, 2387.55, 23.4544, 2387.55, 23.4544, 2387.55, 23.4544
125, 0.00000, 2387.35, 23.4555, 2387.35, 23.4555, 2387.35, 23.4555
125, 900.00000, 2387.36, 23.4559, 2387.36, 23.4559, 2387.36, 23.4559
125, 1800.00000, 2386.34, 23.4493, 2386.34, 23.4493, 2386.34, 23.4493
125, 2700.00000, 2386.35, 23.4521, 2386.35, 23.4521, 2386.35, 23.4521
126, 0.00000, 2386.36, 23.4519, 2386.36, 23.4519, 2386.36, 23.4519
126, 900.00000, 2386.36, 23.4519, 2386.36, 23.4519, 2386.36, 23.4519
126, 1800.00000, 2386.36, 23.4519, 2386.36, 23.4519, 2386.36, 23.4519
126, 2700.00000, 2386, 23.4474, 2386, 23.4474, 2386, 23.4474
127, 0.00000, 2386, 23.4488, 2386, 23.4488, 2386, 23.4488
127, 900.00000, 2386, 23.4487, 2386, 23.4487, 2386, 23.4487
127, 1800.00000, 2384.71, 23.4421, 2384.71, 23.4421, 2384.71, 23.4421
127, 2700.00000, 2384.71, 23.4454, 2384.71, 23.4454, 2384.71, 23.4454
128, 0.00000, 2384.72, 23.4451, 2384.72, 23.4451, 2384.72, 23.4451
128, 900.00000, 2384.72, 23.4451, 2384.72, 23.4451, 2384.72, 23.4451
128, 1800.00000, 2384.72, 23.4451, 2384.72, 23.4451, 2384.72, 23.4451
128, 2700.00000, 2394.74, 23.5079, 2394.74, 23.5079, 2394.74, 23.5079
129, 0.00000, 2394.63, 23.511, 2394.63, 23.511, 2394.63, 23.511
129, 900.00000, 2394.64, 23.511, 2394.64, 23.511, 2394.64, 23.511
129, 1800.00000, 2396.93, 23.5453, 2396.93, 23.5453, 2396.93, 23.5453
129, 2700.00000, 2396.96, 23.5352, 2396.96, 23.5352, 2396.96, 23.5352
130, 0.00000, 2396.93, 23.536, 2396.93, 23.536, 2396.93, 23.536
130, 900.00000, 2396.93, 23.536, 2396.93, 23.536, 2396.93, 23.536
130, 1800.00000, 2396.93, 23.536, 2396.93, 23.536, 2396.93, 23.536
130, 2700.00000, 2399.51, 23.5564, 2399.51, 23.5564, 2399.51, 23.5564
131, 0.00000, 2399.51, 23.5485, 2399.51, 23.5485, 2399.51, 23.5485
131, 900.00000, 2399.49, 23.5492, 2399.49, 23.5492, 2399.49, 23.5492
131, 1800.00000, 2414.56, 23.6016, 2414.56, 23.6016, 2414.56, 23.6016
131, 2700.00000, 2414.42, 23.6055, 2414.42, 23.6055, 2414.42, 23.6055
132, 0.00000, 2414.43, 23.6054, 2414.43, 23.6054, 2414.43, 23.6054
132, 900.00000, 2414.43, 23.6054, 2414.43, 23.6054, 2414.43, 23.6054
132, 1800.00000, 2414.43, 23.6054, 2414.43, 23.6054, 2414.43, 23.6054
132, 2700.00000, 2416.15, 23.6164, 2416.15, 23.6164, 2416.15, 23.6164
133, 0.00000, 2416.14, 23.6115, 2416.14, 23.6115, 2416.14, 23.6115
133, 900.00000, 2416.13, 23.6119, 2416.13, 23.6119, 2416.13, 23.6119
133, 1800.00000, 2417.21, 23.6193, 2417.21, 23.6193, 2417.21, 23.6193
133, 2700.00000, 2417.21, 23.6161, 2417.21, 23.6161, 2417.21, 23.6161
134, 0.00000, 2417.2, 23.6164, 2417.2, 23.6164, 2417.2, 23.6164
134, 900.00000, 2417.2, 23.6164, 2417.2, 23.6164, 2417.2, 23.6164
134, 1800.00000, 2417.2, 23.6164, 2417.2, 23.6164, 2417.2, 23.6164
134, 2700.00000, 2421.39, 23.6328, 2421.39, 23.6328, 2421.39, 23.6328
135, 0.00000, 2421.54, 23.6331, 2421.54, 23.6331, 2421.54, 23.6331
135, 900.00000, 2421.54, 23.6327, 2421.54, 23.6327, 2421.54, 23.6327
135, 1800.00000, 2424.82, 23.646, 2424.82, 23.646, 2424.82, 23.646
135, 2700.00000, 2424.94, 23.6462, 2424.94, 23.6462, 2424.94, 23.6462
136, 0.00000, 2424.94, 23.6459, 2424.94, 23.6459, 2424.94, 23.6459
136, 900.00000, 2424.94, 23.6459, 2424.94, 23.6459, 2424.94, 23.6459
136, 1800.00000, 2424.94, 23.6459, 2424.94, 23.6459, 2424.94, 23.6459
136, 2700.00000, 2429.02, 23.662, 2429.02, 23.662, 2429.02, 23.662
137, 0.00000, 2429.16, 23.6623, 2429.16, 23.6623, 2429.16, 23.6623
137, 900.00000, 2429.16, 23.6619, 2429.16, 23.6619, 2429.16, 23.6619
137, 1800.00000, 2435.3, 23.6846, 2435.3, 23.6846, 2435.3, 23.6846
137, 2700.00000, 2435.23, 23.6863, 2435.23, 23.6863, 2435.23, 23.6863
138, 0.00000, 2435.24, 23.6863, 2435.24, 23.6863, 2435.24, 23.6863
138, 900.00000, 2435.24, 23.6863, 2435.24, 23.6863, 2435.24, 23.6863
138, 1800.00000, 2435.24, 23.6863, 2435.24, 23.6863, 2435.24, 23.6863
138, 2700.00000, 2439.25, 23.7022, 2439.25, 23.7022, 2439.25, 23.7022
139, 0.00000, 2439.39, 23.7025, 2439.39, 23.7025, 2439.39, 23.7025
139, 900.00000, 2439.39, 23.7021, 2439.39, 23.7021, 2439.39, 23.7021
139, 1800.00000, 2443.31, 23.7176, 2443.31, 23.7176, 2443.31, 23.7176
139, 2700.00000, 2443.45, 23.7179, 2443.45, 23.7179, 2443.45, 23.7179
140, 0.00000, 2443.45, 23.7175, 2443.45, 23.7175, 2443.45, 23.7175
140, 900.00000, 2443.45, 23.7176, 2443.45, 23.7176, 2443.45, 23.7176
140, 1800.00000, 2443.45, 23.7176, 2443.45, 23.7176, 2443.45, 23.7176
140, 2700.00000, 2448.99, 23.7373, 2448.99, 23.7373, 2448.99, 23.7373
141, 0.00000, 2448.93, 23.7389, 2448.93, 23.7389, 2448.93, 23.7389
141, 900.00000, 2448.94, 23.7389, 2448.94, 23.7389, 2448.94, 23.7389
141, 1800.00000, 2455.69, 23.7617, 2455.69, 23.7617, 2455.69, 23.7617
141, 2700.00000, 2455.62, 23.7636, 2455.62, 23.7636, 2455.62, 23.7636
142, 0.00000, 2455.63, 23.7636, 2455.63, 23.7636, 2455.63, 23.7636
142, 900.00000, 2455.63, 23.7636, 2455.63, 23.7636, 2455.63, 23.7636
142, 1800.00000, 2455.63, 23.7636, 2455.63, 23.7636, 2455.63, 23.7636
142, 2700.00000, 2469.41, 23.8112, 2469.41, 23.8112, 2469.41, 23.8112
143, 0.00000, 2469.26, 23.8153, 2469.26, 23.8153, 2469.26, 23.8153
143, 900.00000, 2469.28, 23.8153, 2469.28, 23.8153, 2469.28, 23.8153
143, 1800.00000, 2479.99, 23.8495, 2479.99, 23.8495, 2479.99, 23.8495
143, 2700.00000, 2479.87, 23.8527, 2479.87, 23.8527, 2479.87, 23.8527
144, 0.00000, 2479.88, 23.8527, 2479.88, 23.8527, 2479.88, 23.8527
144, 900.00000, 2479.88, 23.8527, 2479.88, 23.8527, 2479.88, 23.8527
144, 1800.00000, 2479.88, 23.8527, 2479.88, 23.8527, 2479.88, 23.8527
144, 2700.00000, 2434.03, 23.6755, 2434.03, 23.6755, 2434.03, 23.6755
145, 0.00000, 2434.05, 23.6795, 2434.05, 23.6795, 2434.05, 23.6795
145, 900.00000, 2434.06, 23.6791, 2434.06, 23.6791, 2434.06, 23.6791
145, 1800.00000, 2440.89, 23.7035, 2440.89, 23.7035, 2440.89, 23.7035
145, 2700.00000, 2440.82, 23.7055, 2440.82, 23.7055, 2440.82, 23.7055
146, 0.00000, 2440.82, 23.7054, 2440.82, 23.7054, 2440.82, 23.7054
146, 900.00000, 2440.82, 23.7054, 2440.82, 23.7054, 2440.82, 23.7054
146, 1800.00000, 2440.82, 23.7054, 2440.82, 23.7054, 2440.82, 23.7054
146, 2700.00000, 2448.16, 23.729, 2448.16, 23.729, 2448.16, 23.729
147, 0.00000, 2448.09, 23.731, 2448.09, 23.731, 2448.09, 23.731
147, 900.00000, 2448.1, 23.731, 2448.1, 23.731, 2448.1, 23.731
147, 1800.00000, 2454.25, 23.7509, 2454.25, 23.7509, 2454.25, 23.7509
147, 2700.00000, 2454.19, 23.7526, 2454.19, 23.7526, 2454.19, 23.7526
148, 0.00000, 2454.2, 23.7526, 2454.2, 23.7526, 2454.2, 23.7526
148, 900.00000, 2454.2, 23.7526, 2454.2, 23.7526, 2454.2, 23.7526
148, 1800.00000, 2454.2, 23.7526, 2454.2, 23.7526, 2454.2, 23.7526
148, 2700.00000, 2517.97, 23.989, 2517.97, 23.989, 2517.97, 23.989
149, 0.00000, 2517.93, 23.9818, 2517.93, 23.9818, 2517.93, 23.9818
149, 900.00000, 2517.9, 23.9826, 2517.9, 23.9826, 2517.9, 23.9826
149, 1800.00000, 2542.77, 24.0512, 2542.77, 24.0512, 2542.77, 24.0512
149, 2700.00000, 2542.45, 24.0597, 2542.45, 24.0597, 2542.45, 24.0597
150, 0.00000, 2542.49, 24.0597, 2542.49, 24.0597, 2542.49, 24.0597
150, 900.00000, 2542.49, 24.0596, 2542.49, 24.0596, 2542.49, 24.0596
150, 1800.00000, 2542.49, 24.0596, 2542.49, 24.0596, 2542.49, 24.0596
150, 2700.00000, 2552.01, 24.0912, 2552.01, 24.0912, 2552.01, 24.0912
151, 0.00000, 2551.87, 24.0947, 2551.87, 24.0947, 2551.87, 24.0947
151, 900.00000, 2551.89, 24.0946, 2551.89, 24.0946, 2551.89, 24.0946
151, 1800.00000, 2557.99, 24.1137, 2557.99, 24.1137, 2557.99, 24.1137
151, 2700.00000, 2557.91, 24.116, 2557.91, 24.116, 2557.91, 24.116
152, 0.00000, 2557.92, 24.1159, 2557.92, 24.1159, 2557.92, 24.1159
152, 900.00000, 2557.92, 24.1159, 2557.92, 24.1159, 2557.92, 24.1159
152, 1800.00000, 2557.92, 24.1159, 2557.92, 24.1159, 2557.92, 24.1159
152, 2700.00000, 2565.21, 24.1378, 2565.21, 24.1378, 2565.21, 24.1378
153, 0.00000, 2565.1, 24.1405, 2565.1, 24.1405, 2565.1, 24.1405
153, 900.00000, 2565.12, 24.1405, 2565.12, 24.1405, 2565.12, 24.1405
153, 1800.00000, 2570.57, 24.1579, 2570.57, 24.1579, 2570.57, 24.1579
153, 2700.00000, 2570.49, 24.16, 2570.49, 24.16, 2570.49, 24.16
154, 0.00000, 2570.5, 24.1599, 2570.5, 24.1599, 2570.5, 24.1599
154, 900.00000, 2570.5, 24.1599, 2570.5, 24.1599, 2570.5, 24.1599
154, 1800.00000, 2570.5, 24.1599, 2570.5, 24.1599, 2570.5, 24.1599
154, 2700.00000, 2573.68, 24.1727, 2573.68, 24.1727, 2573.68, 24.1727
155, 0.00000, 2573.83, 24.1731, 2573.83, 24.1731, 2573.83, 24.1731
155, 900.00000, 2573.83, 24.1726, 2573.83, 24.1726, 2573.83, 24.1726
155, 1800.00000, 2574.71, 24.18, 2574.71, 24.18, 2574.71, 24.18
155, 2700.00000, 2574.72, 24.1766, 2574.72, 24.1766, 2574.72, 24.1766
156, 0.00000, 2574.7, 24.1769, 2574.7, 24.1769, 2574.7, 24.1769
156, 900.00000, 2574.71, 24.1769, 2574.71, 24.1769, 2574.71, 24.1769
156, 1800.00000, 2574.71, 24.1769, 2574.71, 24.1769, 2574.71, 24.1769
156, 2700.00000, 2574.58, 24.1779, 2574.58, 24.1779, 2574.58, 24.1779
157, 0.00000, 2574.59, 24.1779, 2574.59, 24.1779, 2574.59, 24.1779
157, 900.00000, 2574.59, 24.1779, 2574.59, 24.1779, 2574.59, 24.1779
157, 1800.00000, 2573.54, 24.1732, 2573.54, 24.1732, 2573.54, 24.1732
157, 2700.00000, 2573.54, 24.1763, 2573.54, 24.1763, 2573.54, 24.1763
158, 0.00000, 2573.55, 24.1759, 2573.55, 24.1759, 2573.55, 24.1759
158, 900.00000, 2573.55, 24.176, 2573.55, 24.176, 2573.55, 24.176
158, 1800.00000, 2573.55, 24.176, 2573.55, 24.176, 2573.55, 24.176
158, 2700.00000, 2573.91, 24.1798, 2573.91, 24.1798, 2573.91, 24.1798
159, 0.00000, 2573.91, 24.1782, 2573.91, 24.1782, 2573.91, 24.1782
159, 900.00000, 2573.9, 24.1784, 2573.9, 24.1784, 2573.9, 24.1784
159, 1800.00000, 2575.78, 24.1893, 2575.78, 24.1893, 2575.78, 24.1893
159, 2700.00000, 2575.78, 24.1831, 2575.78, 24.1831, 2575.78, 24.1831
160, 0.00000, 2575.75, 24.1838, 2575.75, 24.1838, 2575.75, 24.1838
160, 900.00000, 2575.76, 24.1838, 2575.76, 24.1838, 2575.76, 24.1838
160, 1800.00000, 2575.76, 24.1838, 2575.76, 24.1838, 2575.76, 24.1838
